Area,Branch,App,Mode,Feature,Status,Reachable,UX Complete,Safety Complete,Algorithm Complete,Documentation Complete,Description,UI Reference,Localization,Notes
Core,main-iOS,iOS,Companion,Planner result iOS,Implemented,Yes,Yes,Yes,"Risultato piano con tab PIANO/CURVA BUHLMANN/GRAFICI che mostrano contenuti distinti, griglia riepilogo, tabella risalita e curva Bühlmann.",ios_plan_result_reference.png; iOS_look_feel.png,—,"Riusa store.plan, store.input e store.buhlmann.curve; output non certificato."
Core,main-iOS,iOS,Companion,Settings iOS,Implemented,Yes,Yes,Yes,"Tab Settings con onboarding operativo, preferenze locali unita/export, Watch sync retry, conflitti Watch, iCloud/manual sync, demo logbook e note Subsurface.",iOS_look_feel.png,—,Settings sync e indicato locale-only; cloud KVS non promette conflict resolver completo.
Core,main-iOS,iOS,Companion,Stable tab set,Implemented,Yes,Yes,Yes,"Tabbar stable su main workspace: Logbook, Analisi, Planner, Attrezzatura, Altro (italiano); route GPS riassunta in Analisi.",iOS_look_feel.png; Docs/ReferenceUI/iOS_Companion_reference.png,—,Storico: branch `main-iOS` poteva elencare Route Review separata; allineare descrizioni al main corrente.
Experimental,codex/ios-experimental-features,iOS,Companion,Explore/Snorkeling planning,Experimental,Experimental,Experimental,Experimental,"Pianificazione waypoint, route mock, stato cache offline e sync verso Watch.",iOS_look_feel.png,—,MapLibre/OpenSeaMap-ready UI; niente dipendenza nuova in questo pass.
Experimental,codex/ios-experimental-features,iOS,Apnea,Apnea Review,UI-only,Partial,Partial,Partial,"Card companion Apnea Review con tab interattivi Riepilogo/Grafico/Dettagli, profilo mock e metriche riepilogo.",iOS_look_feel.png,—,Metriche sincronizzate da Watch non ancora cablate; placeholder espliciti.
Experimental,codex/ios-experimental-features,iOS,Companion,POI enrichment,UI-only,Partial,Partial,Partial,"Superficie raggiungibile per foto, video, commenti, categorie, tag e note specie con stato media mock/TODO.",06_Dettaglio_Marcatore_POI_AppleWatch_reference.png,—,Watch crea payload leggero; media upload/save reale non implementato.
Roadmap,all,All,All,Offline maps MBTiles,Planned,No,N/A,N/A,"Base OSM compatibile, overlay OpenSeaMap opzionale, futuri GEBCO/EMODnet.",02_Mappa_Waypoint_reference.png,—,Non usare tile server pubblici hard-coded in produzione.
Experimental,codex/experimental-features,Apple Watch,Snorkeling,Snorkeling settings,Experimental,Experimental,Experimental,Experimental,"Settings Snorkeling raggiungibili con Log Marcatori, Allarmi, Calibrazione Bussola, Legenda Icone Mappe e toggle haptic sperimentale.",MASTER_REFERENCE_DIVING_LIVE.png,—,Non include unita globali o info app.
Experimental,codex/experimental-features,Apple Watch,Snorkeling,Watch -> iPhone POI sync boundary,TODO,No,No,No,UI dichiara payload POI locale pronto e sync WatchConnectivity reale non ancora implementato.,05_Log_Marcatori_POI_AppleWatch_reference.png,—,"Richiede queue offline, duplicate prevention e conferma ricezione iPhone."
Experimental,codex/experimental-features,Apple Watch,Apnea,Watch -> iPhone Apnea sync boundary,TODO,No,No,No,"Conferma salvataggio mostra boundary per inviare durata, max depth e recovery a iPhone.",APNEA_WORKFLOW_16,—,Profilo campioni reale non disponibile in questo pass.
Experimental,codex/ios-experimental-features,iOS,Companion,iPhone -> Watch route/settings manifest,UI-only,Partial,Partial,Partial,"Explore Lab prepara manifest mock per waypoint, route e settings senza invio Watch reale.",iOS_look_feel.png,—,"WatchConnectivity payload completo, offline queue e duplicate prevention restano TODO."
Experimental,codex/ios-experimental-features,iOS,Maps,Offline map readiness,TODO,No,No,No,UI mostra stato MBTiles/MapLibre/OpenStreetMap/OpenSeaMap/GEBCO/EMODnet come roadmap esplicita.,iOS_look_feel.png,—,Nessun nuovo motore mappe o dipendenza introdotta.
Experimental,codex/experimental-features,Apple Watch,Settings,Experimental settings navigation,Experimental,Experimental,Experimental,Experimental,"Settings, Allarmi, Limiti Risalita e Info sono raggiungibili dalla navigazione experimental con preferenze locali persistenti.",MASTER_REFERENCE_DIVING_LIVE.png,—,"Non modifica logica GPS, bussola, depth o ascent."
Experimental,codex/experimental-features,Apple Watch,Sensors,Unavailable sensor states,Implemented,Yes,Yes,Experimental,"Profondita non disponibile mostra --; Apnea usa HR OFF, BAT -- e TEMP -- invece di valori finti.",APNEA_WORKFLOW_07_12,—,Serve cablaggio futuro HealthKit/batteria/temperatura Apnea reale.
Experimental,codex/experimental-features,Apple Watch,Buddy Assist,Lab-only safety gate,Experimental,Experimental,Experimental,Experimental,Buddy Assist resta visibile ma disabilitato/lab-only finche il relay BLE Watch non e validato.,SecureBuddyPairingMockup.svg,—,Evita false promesse safety o messaggistica underwater production.
Experimental,codex/experimental-features,Apple Watch,Sync,Experimental sync queue status,Experimental,Experimental,Experimental,Experimental,"POI e record Apnea usano contratto lightweight con ultimo payload, stato delivery e conteggio coda visibili.",APNEA_WORKFLOW_16,—,"ACK/retry persistente, duplicate prevention e merge iOS restano roadmap."
Experimental,codex/ios-experimental-features,iOS,Planner,Planner lab safety gate,Experimental,Experimental,Experimental,Experimental,Plan Result mostra PIANO LAB ed EXPORT LAB per separare output informativo da piano operativo certificato.,ios_plan_result_reference.png,—,Nessuna modifica ai calcoli planner.
Experimental,codex/ios-experimental-features,iOS,Companion,Dead affordance cleanup,Implemented,Yes,Yes,Experimental,Logbook add/overflow e Dive Detail edit/ellipsis non appaiono piu come azioni reali non cablate.,iOS_look_feel.png,—,Preferisce label LAB/OFF e feedback testuale.
Experimental,codex/ios-experimental-features,iOS,Settings,Experimental settings center,Experimental,Experimental,Experimental,Experimental,"More espone preferenze locali per unita, CSV export, diagnostica Watch Sync e gate safety mock.",iOS_look_feel.png,—,"Notifiche, permessi media e sync production restano roadmap."
Experimental,codex/ios-experimental-features,iOS,Sync,Experimental import/queue UX,Experimental,Experimental,Experimental,Experimental,Explore Lab mostra queue route/settings; More mostra conteggio/status import experimental ricevuti dal Watch.,iOS_look_feel.png,—,"Queue persistente production, ACK, retry e merge non completi."
Core,main,Apple Watch,Settings,Alarm thresholds,Implemented,Yes,Yes,Yes,"Soglie allarme profondita, tempo e batteria sono editabili, persistite e applicate dal motore immersione MAIN.",alarms_from_workflow.png,—,Non modifica algoritmi profondita/risalita; aggiorna solo soglie configurabili.
Core,main,Apple Watch,Haptics,Stopwatch haptics,Implemented,Yes,Yes,Yes,"START, STOP e RESET cronometro producono feedback haptic rispettando il toggle haptics Watch.",MASTER_REFERENCE_DIVING_LIVE.png,—,Toni audio non usati sott'acqua; settings dichiara feedback via vibrazione.
Core,main,Apple Watch,Build,Experimental source exclusion,Implemented,Yes,Yes,Yes,"project.yml esclude Apnea, Snorkeling, Buddy Assist e concept experimental dal target membership MAIN.",project.yml,—,Da verificare con xcodegen generate su macOS.
Core,main,Apple Watch,Privacy,Bluetooth claim removed,Implemented,Yes,Yes,Yes,Watch MAIN non include piu la privacy string Bluetooth Buddy perche Buddy Assist non e una funzione production visibile.,App/Info.plist,—,La privacy string resta appropriata solo sui rami dove Buddy/BLE e target-included.
Core,main-iOS,iOS,Companion,CSV import,Implemented,Yes,Yes,Yes,"Logbook importa CSV compatibili con time_seconds, depth_m, temperature_c e coordinate entry/exit opzionali.",iOS_look_feel.png,—,Validazione device e file edge cases ancora richiesta.
Core,main-iOS,iOS,Companion,Route Review,Implemented,Yes,Yes,Yes,Route calcolate dai punti GPS surface-only entry/exit dei log importati o sincronizzati.,iOS_look_feel.png,—,Non e un motore mappa production; non promette tracking subacqueo. Su repository unificato `main` la stessa funzione e nella tab **Analisi** (nessuna tab Explore su MAIN).
Core,main-iOS,iOS,Companion,Analysis,Implemented,Yes,Yes,Yes,"Metriche logbook reali, SAC medio, distribuzione gas e riepilogo route GPS.",iOS_look_feel.png,—,Nessun analytics engine AI o placeholder main.
Core,main-iOS,iOS,Companion,Equipment profile,Implemented,Yes,Yes,Yes,Profilo attrezzatura persistente con checklist e SAC pianificazione.,iOS_look_feel.png,—,Multi-profilo e sync Watch restano roadmap.
Core,main-iOS,iOS,Sync,Watch conflicts,Implemented,Yes,Yes,Yes,Conflitti Watch import vengono salvati e risolti manualmente da Settings.,iOS_look_feel.png,—,Utente puo mantenere locale o usare payload Watch.
Core,main-iOS,iOS,Sync,KVS delete tombstones,Implemented,Yes,Yes,Yes,Eliminazioni log iOS registrano tombstone locali/KVS per ridurre riapparizione dei record cancellati.,iOS_look_feel.png,—,Policy cloud completa ancora semplice e da validare su device.
Core,main-iOS,iOS,Planner,Dynamic warnings,Implemented,Yes,Yes,Yes,"Planner mostra warning dinamici per modello semplificato, MOD e sufficienza gas.",ios_plan_result_reference.png,—,Non certificato; non sostituisce strumenti validati.
Documentation,main,Apple Watch,Audit,MAIN UX audit report,Implemented,Yes,N/A,N/A,"Report pre-modifica MAIN per reachability, navigation, settings, hardware interactions, blockers e safety.",MAIN_BRANCHES_UX_INTERACTION_AUDIT_20260517_CURRENT_PRE_MODIFICATION.docx,—,Documento generato senza modificare runtime code.
Documentation,main-iOS,iOS,Audit,MAIN iOS UX audit coverage,Implemented,Yes,N/A,N/A,"Audit companion MAIN su tabbar, settings, planner, sync, export/import, empty states e accessibility risks.",MAIN_BRANCHES_UX_INTERACTION_AUDIT_20260517_CURRENT_PRE_MODIFICATION.docx,—,Applicare eventuali fix in commit separati dalla documentazione.
Build,main,Apple Watch,Sync,Watch sync key helper isolation,TODO,No,N/A,N/A,Verificare su macOS che `WatchSyncAuth` MAIN non dipenda da helper Buddy esclusi dal target MAIN.,project.yml; WatchSyncAuth.swift,—,Non corretto in questo pass per rispettare scope docs-only.
Build,main-iOS,iOS,Assets,App icon PNG presence,TODO,No,N/A,N/A,Verificare che tutti i PNG referenziati da AppIcon.appiconset siano presenti nel branch iOS MAIN prima del release build.,AppIcon.appiconset/Contents.json,—,"Asset/config, non runtime logic; richiede validazione Xcode."
UX,main,Apple Watch,Hardware,Action Button and App Intents discoverability,Implemented,Yes,Yes,Yes,Settings/help documenta START/STOP/RESET e catalogo App Intents quando watchOS li espone; Side Button system-controlled.,Services/ActionButtonIntents.swift; WatchShortcutHelpView,"it, en",72fa15b; nessuna mappatura hardware finta.
UX,main-iOS,iOS,Settings,Editable settings completion,TODO,No,No,No,Completare o marcare esplicitamente read-only le preferenze iOS ancora informative/local-only.,iOS_look_feel.png,—,Non cambiare sync/persistence senza contratto prodotto.
UX,main-iOS,iOS,Logbook,Destructive confirmations and empty states,Implemented,Yes,Yes,Yes,"Swipe-to-delete con confirmationDialog; empty state Analysis usa CSVImportPanel condiviso; conferme delete logbook @ c8f91f6.",iOS_look_feel.png,"it, en logbook.delete.*",c8f91f6 P3 I-UX-036; supersede TODO row.
Validation,all,All,Build,macOS XcodeGen and xcodebuild validation,TODO,No,N/A,N/A,Eseguire `xcodegen generate` e build target Watch/iOS su macOS dopo ogni merge branch-wide.,project.yml,—,Ambiente Windows non puo validare SDK Apple.
UX,main,Apple Watch,Settings,Shortcut and manual lifecycle help,Implemented,Yes,Yes,Yes,"Settings MAIN spiega App Intents/shortcut, limiti watchOS del tasto laterale, avvio manuale e stato local-only delle impostazioni.",MASTER_REFERENCE_DIVING_LIVE.png,—,"Copy/UI only; nessuna modifica a GPS, bussola, profondita o state machine immersione."
Core,main,Apple Watch,Settings,Mission Mode,Implemented,Yes,Yes,Yes,Profilo runtime/UI per immersione attiva che riduce attivita visiva non essenziale senza modificare monitoraggio safety-critical.,settings_from_workflow.png,"it, en",Preferenza locale Watch; default OFF.
Core,main,Apple Watch,Diving,Auto-enable Mission Mode on dive start,Implemented,Yes,Yes,Yes,Toggle persistente in Settings che attiva Mission Mode solo dopo il passaggio a isDiveActive.,settings_from_workflow.png,"it, en",Copre avvio automatico da sensore e avvio manuale; non avvia l'immersione da solo.
Core,main,Apple Watch,Diving,Runtime optimization during dive,Implemented,Yes,Yes,Yes,"Quando attivo, Mission Mode riduce animazioni/transizioni/ombre decorative non essenziali su Live e BUSSOLA.",MASTER_REFERENCE_DIVING_LIVE.png; compass_in_dive_CORRECT_from_workflow.png,—,Solo rendering/UI; nessuna modifica a sampling, logging o calcoli.
UX,main,Apple Watch,Diving,Reduced non-essential animations,Implemented,Yes,Yes,Yes,"Glow, shadow e animazioni non critiche vengono ridotti senza cambiare layout, dati principali o affordance.",MASTER_REFERENCE_DIVING_LIVE.png,—,Gli alert restano immediati anche senza animazioni decorative.
UX,main,Apple Watch,Diving,Mission Mode Active Indicator,Implemented,Yes,Yes,Yes,"Piccola icona status vicino al polpo nell'header live, visibile solo durante immersione attiva con Mission Mode attivo.",MASTER_REFERENCE_DIVING_LIVE.png,—,Icon-only; nessun testo, nessun banner, nessun redesign del layout.
Safety,main,Apple Watch,Diving,Safety alerts preserved during optimization,Implemented,Yes,Yes,Yes,"Profondita corrente, runtime, warning risalita, limiti profondita supportata, haptic warning e lifecycle GPS/log restano invariati con Mission Mode.",ascent_alarm.png; MASTER_REFERENCE_DIVING_LIVE.png,—,"Mission Mode non cambia logica immersione, warning, accuratezza sensori, logging o calcoli dive/deco."
UX,main,Apple Watch,Logbook,Empty logbook and delete confirmation,Implemented,Yes,Yes,Yes,"Il logbook Watch mostra stato vuoto, export disabilitato senza primo log e conferma distruttiva prima di eliminare una sessione.",MASTER_REFERENCE_DIVING_LIVE.png,—,Preserva modello log esistente.
UX,main,Apple Watch,Settings,Glove-friendly alarm controls,Implemented,Yes,Yes,Yes,"Soglie allarme Watch scrollabili, etichettate come locali e con controlli +/- piu grandi per uso con guanti.",alarms_from_workflow.png,—,Non cambia calcoli profondita/tempo/batteria; solo affordance e layout.
UX,main-iOS,iOS,Settings,Read-only/local-only settings clarity,Implemented,Yes,Yes,Yes,"Settings iOS marca unita/export come non editabili o local-only, chiarisce permessi notifiche e allarmi gestiti su Watch.",iOS_look_feel.png,—,Sync settings bidirezionale resta roadmap.
UX,main-iOS,iOS,Companion,Empty states,Implemented,Yes,Yes,Yes,"Logbook, Route Review e Analysis mostrano empty state guidati quando non esistono immersioni, route GPS o statistiche disponibili.",iOS_look_feel.png,—,Non crea dati finti; invita a sync Watch o import CSV.
Algorithm,main,Apple Watch,Diving,Watch algorithm release-hard final hardening,Implemented,Yes,N/A,Yes,"Depth/lifecycle math gia hardenizzata; final pass documenta e testa cap 40 log, temperature bounds, export empty profile rejection, GPS fallback policy, unit conversions and merge policy.",Docs/DIR_DIVING_WATCH_ALGORITHM_RELEASE_HARDENING_FINAL.md,"it, en","No UI/UX change; physical Watch Ultra QA remains required."
Algorithm,main,iOS Companion,Planner,iOS algorithm release-hard hardening,Implemented,Yes,N/A,Yes,"Central validators and safe result states for planner/gas, import/export/sync validation, time-weighted logbook math, route math, unit conversions and iOS algorithm XCTest target.",Docs/DIR_DIVING_IOS_ALGORITHM_RELEASE_HARDENING.md,"it, en","Planner remains non-certified and informational."
Algorithm,main,iOS Companion,Planner,Buhlmann ZHL-16C N2+He multigas reference engine,Implemented,Yes,N/A,Partial,"iOS MAIN includes an isolated Buhlmann ZHL-16C N2+He multigas planning reference engine with GF, NDL search, tissue ceilings and generated stops; output remains non-certified and requires external validation.",Docs/DIR_DIVING_IOS_BUHLMANN_ENGINE_DESIGN.md,"it, en","No Watch or experimental files touched; do not claim certified decompression authority."
Algorithm,main,iOS Companion,Planner,Buhlmann math verification,Implemented,Yes,N/A,Partial,"Dedicated verification document covers constants, pressure model, tissue loading, Schreiner equation, mixed coefficients, ceilings, GF, NDL, multigas schedule, numerical robustness and Windows static checks.",Docs/DIR_DIVING_IOS_BUHLMANN_MATH_VERIFICATION.md,"it, en","External reference-fixture validation on macOS still required before stronger release claims."
Algorithm,main,iOS Companion,Planner,Buhlmann reference cross-check,Implemented,Yes,N/A,Partial,"External reference-envelope cross-check documents decotengu ZHL-16C outputs for Air, Nitrox and Trimix multigas profiles; tests enforce broad regression envelopes.",Docs/DIR_DIVING_IOS_BUHLMANN_REFERENCE_CROSSCHECK.md,"it, en","Still non-certified; larger independent fixture campaign remains required before stronger release claims."
Documentation,main,All,Repository,Documentation alignment 2026-05-27,Implemented,Yes,N/A,N/A,"README, INDEX, ROADMAP, release/TestFlight notes, feature matrix, branch alignment and PR status updated for current architecture and latest algorithm docs.",Docs/DOCUMENTATION_UPDATE_REPORT_20260527.md,"it primary","Docs-only; no business logic, UI, planner, sync, GPS or persistence changes."
Repository,main,All,Branch Strategy,Experimental isolation,Implemented,Yes,N/A,Yes,"Snorkeling, Apnea, Buddy Assist and iOS exploration concepts remain isolated from MAIN target membership and PRs are not auto-merged.",project.yml; Docs/DOCUMENTATION_BRANCH_ALIGNMENT_20260527.md,"it, en","PR #8 and #9 open/conflicting; manual review required."
UX,main-iOS,iOS,Companion,Destructive confirmations,Implemented,Yes,Yes,Yes,Delete immersione e reset profilo attrezzatura richiedono conferma prima di modificare dati utente.,iOS_look_feel.png,—,Conferme UI; persistenza esistente invariata.
Build,main,Apple Watch,Sync,WatchSyncAuth MAIN isolation,Implemented,Yes,N/A,N/A,WatchSyncAuth usa generazione random stabile con Security/SecRandomCopyBytes e non dipende da SecureBuddyStore escluso dal target MAIN.,project.yml; WatchSyncAuth.swift,—,Fix build blocker MAIN; Buddy/BLE resta experimental.
Signing,main,Apple Watch,All,Depth entitlement,Implemented,Yes,Yes,Yes,Config Watch include com.apple.developer.coremotion.water-submersion ed e collegata da project.yml; validazione Apple portal/device resta obbligatoria.,Config/DIRDiving.entitlements; App/Info.plist,—,Non dichiarare validazione device finche non viene eseguita su Apple Watch Ultra reale.
UX,main,Apple Watch,Diving,GPS no-fix truthfulness,Implemented,Yes,Yes,Yes,"Conferme GPS distinguono punto registrato, ultimo punto noto usato e GPS non disponibile/punto non registrato.",gps_start_wait_from_workflow.png; gps_end_registered_from_workflow.png,—,GPS resta surface-only; nessuna coordinata finta.
UX,main,Apple Watch,Diving,Ascent warning live context,Implemented,Yes,Yes,Yes,"Banner inline mantiene TTV, RunTime, profondita, gauge risalita, cronometro e controlli visibili durante l'allarme.",ascent_alarm.png,"it, en ascent_alarm_*",2026-05-20: non full-screen; vedi WATCH_MAIN_UX_CONVENTIONS.md.
UX,main,Apple Watch,Diving,Haptics-off dive visibility,Implemented,Yes,Yes,Yes,"Live dive mostra APTICA DISATTIVATA e AVVISI SOLO VISIVI quando haptics e off, mantenendo warning visuali.",MASTER_REFERENCE_DIVING_LIVE.png,—,Non forza haptic se l'utente lo disattiva.
Sync,main-iOS,iOS,Companion,Watch sync trust hardening,Implemented,Yes,Yes,Yes,Payload Watch senza peer secret verificata sono non fidati e visibili come Associazione Watch non verificata.,iOS_look_feel.png,—,Nessuna fallback key deterministica concede trust silenzioso.
Data,main-iOS,iOS,Companion,Local/cloud merge independence,Implemented,Yes,Yes,Yes,DiveLogStore legge local e cloud separatamente prima del merge e mantiene tombstone delete espliciti.,iOS_look_feel.png,—,Policy conflict cloud completa richiede ancora QA multi-device.
Data,main-iOS,iOS,Companion,CSV import robustness,Implemented,Yes,Yes,Yes,"Import CSV preserva data sorgente quando presente, usa hash deterministico anti-duplicato e mostra feedback import/duplicati/errori.",iOS_look_feel.png,—,"Testare file valido, re-import, righe vuote e CSV malformed."
